Adrresse,Prix,Ville,Region,Chambres,Salles de bain,Salles d'eau,Etages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"465, rue Houde",529 000 $,Sorel-Tracy,Montérégie (Rive-Sud Montréal),5,2,1,2,"1,848 ","8,766 ","3 800,00 $","298,00 $",,
"1853, rue Wolfe",529 000 $,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2,1,,1,895.56 ,,"2 398,51 $","302,49 $","2 140,00 $",
"485, rue de la Paumelle",529 000 $,Beauport,Québec Rive-Nord,3,2,,1,1 388.54 ,7 189.22 ,"4 076,06 $","392,88 $","1 132,54 $","882,00 $"
"263, rue des Cygnes",529 000 $,St-Amable,Montérégie (Rive-Sud Montréal),3,2,,1,2 636 ,4 900 ,"2 621,00 $","240,00 $","140,00 $","800,00 $"
"512-2160, avenue Terry-Fox",529 500 $,Chomedey,Laval,2,2,1,1,"1,010.7 ",,"3 236,64 $","372,63 $","700,00 $","200,00 $"
rang Saint-Régis Sud,529 900 $,St-Constant,Montérégie (Rive-Sud Montréal),3,1,1,2,"2,130 ",,,,,
"1-267, rue Prévert",529 900 $,St-Basile-Le-Grand,Montérégie (Rive-Sud Montréal),2,1,1,2,"1,650 ",,"3 706,76 $","525,00 $",,
"770, rue des Pins",529 900 $,Ste-Sophie,Laurentides,4,2,,1,,"39,955 ","2 218,15 $","207,29 $",,
"591, rue Crépeau",529 900 $,Mascouche,Lanaudière,6,2,,2,930 ,6 230 ,"2 906,84 $","243,95 $","2 940,00 $",
"39, rue de la Nova",529 999 $,Gatineau (Aylmer),Outaouais,4,1,1,2,1 449 ,3 229.17 ,"3 500,44 $","237,29 $","625,00 $","872,00 $"
"2310, rue de Contrecoeur",530 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,4,2,,2,"1,370 ",32.5x60 ,"2 650,00 $","310,00 $","2 500,00 $",
"2453, chemin de Val-Royal",530 000 $,Val-Morin,Laurentides,2,1,,1,"1,628.12 ",275x564.4 ,"3 328,28 $","252,08 $","4 614,84 $","1 421,40 $"
"404-1346, rue Principale",530 000 $,Petite-Rivière-St-François,Charlevoix,2,1,1,1,992 ,,"5 273,00 $","370,00 $",,
"9055, rue de l'Apothicaire - Par Les Habitations Entourages",530 000 $,Mirabel (St-Canut),Laurentides,3,1,1,2,1 700 ,,,,,
"1424-1426, boulevard Franquet",530 000 $,Chambly,Montérégie (Rive-Sud Montréal),4,2,1,,,5 704.87 ,"3 047,00 $","298,00 $","250,00 $","1 000,00 $"
"14, rue des Forges",530 000 $,Candiac,Montérégie (Rive-Sud Montréal),2,1,1,2,"1,240.00 ",117.13x21.00 ,"2 296,00 $","261,00 $",,
Lot 6389804 rue des Patriotes - Par Habitations Fontaine,532 000 $,Contrecoeur,Montérégie (Rive-Sud Montréal),3,1,1,2,,,,,,
rue Françoise-Loranger - À Construire - Domaine le Gendre - Par SMB Dallaire,"533 110,33 $",Cap-Rouge,Québec Rive-Nord,3,1,1,2,"1,513 ","4,030 ",,,,
rue du Cardinal - Modèle Rêverie - Par Construction Jomac,534 000 $,Lachute,Laurentides,2,1,,1,"1,081 ","7,674 ",,,,
"56, rue Adoncour",534 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),2,1,1,2,"1,720 ",,"3 072,00 $","314,68 $",,
"713-2160, avenue Terry-Fox",534 000 $,Chomedey,Laval,2,2,,1,"1,009.66 ",,"3 010,00 $","345,00 $",,
"202-2205, Place des Tilleuls",534 000 $,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),2,1,1,1,"1,053.79 ",,"3 059,54 $","329,35 $","602,00 $","318,00 $"
"455, place Saint-Pierre",534 900 $,Rouyn-Noranda,Abitibi-Témiscamingue,3,2,1,2,1 970 ,9 192 ,"4 062,00 $","377,00 $","2 770,00 $","1 425,00 $"
"306, rue d'Andromède",534 900 $,Gatineau (Aylmer),Outaouais,4,2,1,2,1 545 ,2 610.25 ,"3 355,39 $","200,00 $","1 900,00 $","1 300,00 $"
"38, rue Beach Hill",535 000 $,Lac-Brome,Estrie,4,4,,2,"3,456 ","14,086.73 ","4 053,01 $","804,72 $","3 680,00 $","1 700,00 $"
"4736, rue Pierre-Campagna",535 000 $,Cap-Rouge,Québec Rive-Nord,4,2,1,2,"1,900 ","7,200 ","3 832,00 $","376,00 $","2 400,00 $",
"308-2125, rue Remembrance",535 000 $,Lachine,Montréal / l'Île,2,1,,1,894 ,,"1 853,21 $",,,
"35, rue Jean-Pierre Despins",535 000 $,St-Léonard-D'Aston,Centre-du-Québec,4,1,2,2,"2,018 ","17,904.69 ",,,,
"5644, rue Aline",535 000 $,Brossard,Montérégie (Rive-Sud Montréal),4,2,,1,"1,160 ","5,461 ","2 289,30 $","297,76 $","1 019,40 $","750,00 $"
"21, rue Biehler",535 000 $,Gatineau (Buckingham),Outaouais,3,2,,1,1 390 ,6 778 ,"3 430,00 $","250,00 $","1 300,00 $","1 335,00 $"
"494, boulevard Lamontagne",535 000 $,Ste-Marie,Chaudière-Appalaches,2,1,,,,"7,845.81 ","6 818,00 $","402,00 $",,"922,00 $"
"48, rue du Firmament",535 000 $,Gatineau (Hull),Outaouais,2,1,1,3,"1,664.10 ","4,894.35 ","4 289,00 $","356,00 $","1 000,00 $","1 200,00 $"
"342, rue Saint-Joseph",535 000 $,Ste-Martine,Montérégie (Rive-Sud Montréal),5,2,,1,1 575 ,11 496 ,"2 494,45 $","250,16 $","3 025,00 $",
"14, chemin de l'Écho",535 000 $,Lac-Beauport,Québec Rive-Nord,2,1,,1,,"17,830.42 ","2 809,40 $",,,
"25, rue Richard",535 000 $,Gatineau (Hull),Outaouais,6,3,,2,"1,789 ","5,311.14 ",,,,
"150, rue De Mésy",535 000 $,Boucherville,Montérégie (Rive-Sud Montréal),5,1,,1,"1,419 ","7,414 ","2 486,70 $","344,78 $",,"1 500,00 $"
"8759, rue Valade",535 000 $,Charlesbourg,Québec Rive-Nord,3,2,1,2,"1,580.14 ","4,999.84 ","3 577,68 $","332,81 $","2 100,00 $","975,00 $"
"1, de la Sapinière",535 000 $,Boischatel,Québec Rive-Nord,3,1,1,2,1 612 ,6 135.43 ,,,,
"6667, rue de Saint-Vallier",535 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,,1,900 ,,"1 416,08 $","173,04 $",,
"261, rue Hugo",535 000 $,St-Eustache,Laurentides,4,2,,1,988 ,6 500 ,"2 822,00 $","298,00 $","2 400,00 $",
"750, rue du Cheminot",537 000 $,La Pocatiere,Bas-Saint-Laurent,2,2,1,1,"1,557 ","10,893.08 ","4 162,00 $","302,00 $","1 823,00 $","1 123,00 $"
"206-2727, rue Saint-Patrick",537 000 $,Le Sud-Ouest,Montréal / l'Île,1,1,,2,713 ,,"3 234,00 $",,,
"1630, place Birchview",537 500 $,Dorval / L'Île Dorval,Montréal / l'Île,4,1,1,2,"1,400 ","4,900 ","1 521,92 $","242,76 $","711,00 $","794,00 $"
"17, chemin des Conseillers -  Domaine du Renard Blanc - Par les Habitations Bouladier Inc.",537 900 $,L'Ange-Gardien-Outaouais,Outaouais,3,2,,1,"1,121 ","52,425 ",,,,
"302-4004, rue Saint-Denis",538 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,,1,,1,900 ,,"2 560,92 $","286,16 $",,
"160, avenue des Lupins",538 000 $,Alma,Saguenay-Lac-Saint-Jean,5,3,1,1,"2,016 ","7,500 ","3 350,00 $","307,56 $","3 900,00 $","1 800,00 $"
"3-68, rue de Sofia",538 000 $,Candiac,Montérégie (Rive-Sud Montréal),2,1,,1,"1,200 ",,"2 456,00 $","297,00 $","540,00 $",
Boisé Natura Phase 2 - Par Construction CRD,538 700 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,3,1,1,2,"1,856 ","6,975 ",,,,
"175, rue Massé - Par Les Entreprises Lachance",538 700 $,Compton,Estrie,3,1,1,2,"1,536 ","12,493 ",,,,
"1275, rue Tardif",538 800 $,Brossard,Montérégie (Rive-Sud Montréal),3,2,1,2,"1,268 ","3,300 ","1 652,93 $","229,88 $","1 600,00 $","1 020,00 $"
"1520-1530, avenue Maufils",538 900 $,Limoilou,Québec Rive-Nord,4,4,,,,"3,999.87 ","5 270,00 $","368,90 $","492,00 $","1 200,00 $"
"1879-1881, Chemin de St-Flore",539 000 $,Shawinigan (Grand-Mère),Mauricie,13,,,,,"25,823 ","6 358,58 $","1 104,26 $",,
"1310, chemin de la Rivière",539 000 $,Val-David,Laurentides,4,2,1,2,2 540 ,14 768.09 ,"3 242,53 $","255,31 $","3 265,00 $","1 983,00 $"
"17, rue du Garrot",539 000 $,Orford,Estrie,3,2,1,2,995.02 ,"5,274.32 ","2 278,66 $","242,04 $","1 800,00 $","1 183,00 $"
"205-3499, avenue Jacques-Bureau",539 000 $,Chomedey,Laval,2,1,,1,950 ,,"2 452,60 $","450,67 $","1 150,00 $",
"135, route 301",539 000 $,Kazabazua,Outaouais,2,2,2,1,"1,300 ","832.09x1,323.46 ","1 832,23 $","135,49 $","2 200,00 $","950,00 $"
"201-203-118, chemin de Kandahar",539 000 $,Mont-Tremblant,Laurentides,2,2,,1,915 ,,"2 900,00 $","228,00 $","893,00 $","1 176,00 $"
"127, rue Ozias-Leduc",539 000 $,Drummondville (Drummondville),Centre-du-Québec,2,1,1,1,"2,100 ","16,975.76 ","4 855,78 $","379,49 $",,
"349-351-353, rue des Saules Est",539 000 $,Limoilou,Québec Rive-Nord,7,3,,,,"4,500.39 ","4 541,36 $","304,61 $",,
"15, chemin des Quatre-Vents",539 000 $,Lac-Beauport,Québec Rive-Nord,3,2,,1,"1,292 ","39,969.59 ","3 307,00 $","347,71 $","1 860,00 $",
"1726, rue St-Georges",539 000 $,Longueuil (LeMoyne),Montérégie (Rive-Sud Montréal),,,,,,6 396.99 ,"3 166,00 $","331,00 $",,
"2099, rue Favreau",539 000 $,Chomedey,Laval,3,2,1,2,1 144 ,4 049 ,"2 529,54 $","274,02 $",,"1 620,00 $"
"127, chemin de la Vallée",539 000 $,Sutton,Estrie,4,2,,1,"1,274 ","50,266.39 ",,,,
"176, rue La Fayette",539 000 $,Pont-Viau,Laval,3,2,,1,"1,135.26 ","5,130 ","3 070,28 $","349,73 $","1 575,37 $","943,00 $"
"257, rue Duvernay",539 000 $,Verchères,Montérégie (Rive-Sud Montréal),4,1,1,2,"1,222 ",52.5x98.4 ,"2 664,00 $","285,00 $","2 220,00 $",
"144, rue Maxine",539 000 $,St-Nicolas,Québec Rive-Sud (Lévis),4,2,1,2,1 763.13 ,7 979.29 ,"4 433,00 $","468,00 $","3 000,00 $","1 765,00 $"
"4529, rue des Ancêtres",539 000 $,Terrebonne (Lachenaie),Lanaudière,4,2,,1,960 ,4 500 ,"2 991,38 $","265,11 $","1 900,00 $","1 000,00 $"
"7760-7766, rue Lecourt",539 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,5,2,,,,40.9x44.11 ,"2 742,75 $","320,00 $",,
Cité du Boisé Dion,"539 160,69 $",Boisbriand,Laurentides,3,1,1,2,,,,,,
"2805, montée Gagnon",539 500 $,Terrebonne (Terrebonne),Lanaudière,4,2,,1,"1,050 ","6,859 ","3 364,00 $","300,00 $","3 200,00 $",
"755-98, rue Charlotte",539 700 $,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,3,2,,1,848 ,,"3 071,06 $","379,16 $",,"300,84 $"
"16, rue des Saules",539 900 $,St-Basile-Le-Grand,Montérégie (Rive-Sud Montréal),4,3,1,1,,"9,961 ","3 061,08 $","296,07 $",,
"257, rue Dupuis - Par Habitations Harmonix Inc.",539 900 $,St-Philippe,Montérégie (Rive-Sud Montréal),3,1,1,2,,"3,600 ",,,,
"83, rue Mégane - L'Épicéa - Par Construction Cousineau",539 900 $,St-Hippolyte,Laurentides,3,1,,1,1 079 ,37 000 ,,,,
"6530, rue Saindon",539 900 $,Auteuil,Laval,4,1,1,1,1 000 ,6 000 ,"2 493,00 $","268,00 $","2 465,00 $","900,00 $"
À CONSTRUIRE - rue des Bouleaux - Par Les Habitations Entourages,539 900 $,L'Assomption,Lanaudière,5,1,1,2,,"5,019 ",,,,
"2890, rue de Villandry",539 900 $,Ste-Julie,Montérégie (Rive-Sud Montréal),4,2,1,2,"1,280 ","4,516.56 ","2 789,00 $","298,00 $","1 756,00 $",
"70, carré Lionel-Groulx",539 900 $,Blainville,Laurentides,3,2,,1,1 033.34 ,5 554.18 ,"2 195,00 $","265,00 $","2 700,00 $",
"1099-1101, rue du Mistral",539 999 $,Sherbrooke (St-Élie-d'Orford),Estrie,6,3,,,,79.99x150.00 ,"3 201,15 $","400,00 $",,"1 000,00 $"
"12569, rue d'Alembert",540 000 $,Rivière des Prairies,Montréal / l'Île,3,2,,,,"3,523 ","2 631,85 $","525,00 $",,
"15, chemin de la Sainte-Monique",540 000 $,Petite-Rivière-St-François,Charlevoix,5,2,1,2,"1,622 ","46,875 ","4 070,00 $","303,00 $","2 945,00 $","2 535,00 $"
"1720, boulevard Horace-J.-Beemer",540 000 $,Roberval,Saguenay-Lac-Saint-Jean,3,1,2,2,"1,806 ","31,223.95 ","4 156,48 $","1 039,54 $","2 111,98 $",
"18, rue de la Fauvette",540 000 $,Magog,Estrie,3,1,1,1,"1,242 ","15,000 ",,,,
"152, chemin du Vallon",540 000 $,Hébertville,Saguenay-Lac-Saint-Jean,3,2,1,1,"1,440 ","17,500 ","4 600,00 $","330,00 $","2 600,00 $","1 400,00 $"
"1621-31, rue Notre-Dame Est",540 000 $,Trois-Rivières (Ste-Marthe-Du-Cap),Mauricie,17,6,,,,"10,984.57 ","6 840,00 $","302,00 $","1 927,00 $","2 400,00 $"
"19, rue Cardinal",540 000 $,Beauharnois (Melocheville),Montérégie (Rive-Sud Montréal),4,2,,1,"1,184 ","7,131 ","3 100,00 $","853,00 $","2 775,00 $","948,00 $"
"4019, 6e Rue",540 000 $,Chomedey,Laval,5,2,1,1,1 291.67 ,4 612.34 ,"2 400,00 $","480,00 $","2 400,00 $","1 536,00 $"
"2104-2108, rue du Triage",542 000 $,Charny,Québec Rive-Sud (Lévis),5,3,1,,,"5,302.30 ","3 460,17 $","471,37 $",,"1 200,00 $"
"88, rue Guy - Unité #1 - Par les Habitations Raymond Guay et associés Inc.","543 509,46 $",Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),4,2,1,2,"1,587 ",,,,,
Noüvo District - Modèle à construire - Par Groupe Mathieu,543 811 $,Terrebonne (Terrebonne),Lanaudière,3,1,1,2,"1,600 ",,,,,
"1810, avenue de la Ronde",544 000 $,Limoilou,Québec Rive-Nord,7,4,,,,"3,999.33 ","4 766,95 $","362,68 $","2 760,00 $","1 800,00 $"
"13220, rue Notre-Dame Est",545 000 $,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,5,2,,1,"1,200 ","5,336 ","2 700,00 $","290,00 $","2 500,00 $","1 000,00 $"
"6-8, chemin des Perdrix",545 000 $,Ste-Anne-Des-Lacs,Laurentides,4,2,1,2,,"27,000 ",,,,
"289, rue Miljours",545 000 $,Val-d'Or,Abitibi-Témiscamingue,4,2,1,2,"1,014 ","10,733.77 ","4 208,00 $","281,00 $","3 000,00 $","1 400,00 $"
"503-2385, rue des Équinoxes",545 000 $,Saint-Laurent,Montréal / l'Île,2,2,,1,851 ,,,,,
"105, route Germain",545 000 $,St-Tite,Mauricie,3,1,1,2,1 600 ,66 983 ,"2 579,19 $","223,46 $","2 089,68 $","2 512,92 $"
"10, rue Demaison",545 000 $,Gatineau (Gatineau),Outaouais,3,1,2,2,"1,450 ","5,223.27 ",,,,
"67, rue Sylvain-Lelièvre",545 000 $,Rimouski (Rimouski),Bas-Saint-Laurent,4,1,1,2,1 918 ,15 057.63 ,"4 343,00 $","367,00 $","2 212,00 $","1 144,00 $"
PHASE 1 - Condos Baldwin - boulevard Saint-Jean - Unité 5½ - Par Construction Métrocité Inc.,545 000 $,Dollard-Des-Ormeaux,Montréal / l'Île,2,1,,1,,,,,,
"9, rue des Lilas",545 000 $,L'Ile-Perrot,Montérégie Ouest,3,2,1,2,"1,276 ","6,000 ","3 646,00 $","318,00 $","3 310,00 $",
"195, rue Racine",545 000 $,St-Eustache,Laurentides,3,1,,1,918 ,100.00x60.01 ,"2 565,32 $","249,00 $","1 200,00 $","800,00 $"
"88, rue Armand-Buteau",545 000 $,Beauport,Québec Rive-Nord,3,3,,1,1 485.42 ,6 746.82 ,"3 697,00 $","348,50 $","2 838,00 $","691,00 $"
"2225, rue du Troubadour",545 000 $,Drummondville (Drummondville),Centre-du-Québec,4,2,,1,1 293 ,7 560 ,"3 638,00 $",,,
"1318, rue Alice-Campbell - Plateau Mc Crea - Par Les Constructions Christian Belleau",546 700 $,Sherbrooke (Jacques-Cartier),Estrie,4,2,1,2,"1,541 ","5,300 ",,,,
"50, avenue Legrand",546 900 $,Laval-des-Rapides,Laval,3,1,1,2,"1,390 ",,,,,
"4231, 52e rue",547 000 $,Laval-Ouest,Laval,4,2,1,2,2 418 ,6 677 ,"3 067,20 $","336,12 $","2 304,00 $","185,00 $"
chemin Mountain House,547 690 $,Potton (Mansonville),Estrie,,,,,,"589,528.61 ","586,63 $",,,
"101-361, rue McDuff",547 800 $,Ste-Julie,Montérégie (Rive-Sud Montréal),2,2,,1,1 280 ,,,,,
"433, rue Auclair - À construire - Par Construction Vert Nature",547 900 $,Marieville,Montérégie (Rive-Sud Montréal),2,1,,1,1 050 ,50x119 ,,,,
Rue Desrochers - Par les Habitations Irlane,547 900 $,St-Jacques,Lanaudière,2,1,,1,"1,116 ","10,000 ",,,,
Cité de la Gare - Par Groupe PM,547 945 $,Ste-Rose,Laval,3,1,1,2,,,,,,
"5835, avenue Aubin",548 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),4,2,,1,"1,400 ","6,800 ","3 177,63 $","335,77 $","2 600,00 $",
"17, rue de Boischatel",548 000 $,Granby,Estrie,2,2,,2,"1,477 ","20,100.53 ","1 998,38 $","192,51 $","2 670,26 $",
"201, rue du Bassin",548 000 $,St-Constant,Montérégie (Rive-Sud Montréal),3,2,,1,"1,074.45 ","5,823.28 ","2 841,17 $","276,79 $","1 800,00 $","1 200,00 $"
"1796, chemin de la Passe",548 000 $,Lac-St-Charles,Québec Rive-Nord,3,2,,2,1 047.33 ,95.14x308.40 ,"2 865,00 $","255,00 $","2 000,00 $",
"2687, rue King Est",548 800 $,Sherbrooke (Fleurimont),Estrie,3,1,1,2,"1,806 ","16,000 ","2 924,42 $","246,00 $","1 042,39 $","982,09 $"
"109, rue du Jardin d'Antoine",548 990 $,Bonaventure,Gaspésie-Îles-de-la-Madeleine,3,1,1,1,1 750 ,34 724.38 ,"4 335,00 $",,,
"61, rue Latendresse",548 999 $,Repentigny (Le Gardeur),Lanaudière,4,2,,1,51.12x26.08 ,60.17x100.00 ,"3 048,40 $","281,84 $","1 896,00 $","1 025,00 $"
"68, rue Tamarack",549 000 $,Morin-Heights,Laurentides,2,2,1,2,"1,890 ",225x185 ,"1 900,00 $","510,00 $","800,00 $","735,00 $"
"1907-70, rue de la Barre",549 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),3,1,1,24,"1,545 ",,"4 077,65 $","939,17 $","1 100,00 $","300,00 $"
"148, rue Arthur-Quesnel",549 000 $,Gatineau (Aylmer),Outaouais,3,1,1,2,"1,537 ",32.81x98.43 ,"3 040,00 $","409,72 $","600,00 $","743,00 $"
"535, rue Beausoleil",549 000 $,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,3,1,1,2,"1,408 ","5,200 ","2 370,00 $","436,00 $","1 120,00 $","1 100,00 $"
"11157, avenue Ethier",549 000 $,Montréal-Nord,Montréal / l'Île,7,4,,2,,91.54x41.01 ,"3 824,22 $","400,45 $",,
"202-450, rue de la Gauchetière Est",549 000 $,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2,1,,3,"1,000 ",,,,,
"606-111, rue Vinet",549 000 $,Le Sud-Ouest,Montréal / l'Île,1,1,,1,685 ,,"1 362,38 $","391,00 $","960,00 $",
"3229, rue Hardy",549 000 $,Sherbrooke (Fleurimont),Estrie,4,2,,2,"2,549.97 ","19,195.28 ","3 608,10 $","650,11 $","2 408,81 $",
"2994, rue Saint-Laurent",549 000 $,Lévis,Québec Rive-Sud (Lévis),3,2,,2,"1,755 ","4,600 ","3 800,00 $","407,00 $","2 500,00 $","1 000,00 $"
"451-451A, montée de l'Église",549 000 $,St-Colomban,Laurentides,3,2,2,,,"43,055.64 ","2 454,79 $","519,58 $",,
"2193, chemin de Notre-Dame-de-la-Merci",549 000 $,ND-De-La-Merci,Lanaudière,,,,,,"3,016,160 ","950,00 $","102,00 $",,
"699-701, 3e Rue",549 000 $,Limoilou,Québec Rive-Nord,5,3,1,,,60x50 ,"4 353,00 $","319,42 $",,
"1018-1020, rue Saint-Georges",549 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),5,2,,,,"3,093.55 ","2 626,23 $","271,00 $",,
"2e étage-250, rue Vachon",549 000 $,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,,,,,,"30,000 ","13 365,86 $","423,71 $",,
"419-10856, rue Basile-Routhier",549 000 $,Ahuntsic / Cartierville,Montréal / l'Île,2,2,,1,841 ,,,,,
"129, rue Montcalm",549 000 $,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),5,2,1,2,"6,167.72 ","6,038.55 ","2 784,00 $","299,38 $","3 000,00 $","2 200,00 $"
"404, rue des Merles",549 000 $,Pincourt,Montérégie Ouest,4,2,1,2,"1,302 ","2,513.5 ","2 719,00 $","260,00 $",,
"1117, rue Christophe-Colomb",549 000 $,Thetford Mines,Chaudière-Appalaches,4,2,,2,"2,482 ","30,000 ","4 896,00 $","338,00 $","4 800,00 $","810,00 $"
"1555, rue Paris",549 000 $,Drummondville (Drummondville),Centre-du-Québec,6,2,,1,1 584 ,9 678 ,"4 641,00 $","408,00 $","2 300,00 $",
"32, Route 132",549 000 $,Cascapedia-St-Jules,Gaspésie-Îles-de-la-Madeleine,,,,,,"439,000 ",,,,
"210, rue Savignac",549 000 $,St-Germain-De-Grantham,Centre-du-Québec,4,2,1,2,"1,732 ","9,931 ",,,,
"930, chemin Georges-Vallières",549 000 $,Sherbrooke (St-Élie-d'Orford),Estrie,4,2,1,1,"1,250 ","53,800 ",,,"1 680,00 $","1 400,00 $"
"32, rue du Mistral",549 000 $,Orford,Estrie,3,1,1,2,"1,540 ","45,358.04 ","2 468,00 $","255,00 $","2 400,00 $",
"411, rue Marie-Anne",549 000 $,Lavaltrie,Lanaudière,4,3,1,2,"2,594.10 ","15,900 ","2 635,85 $","255,93 $","3 000,00 $",
"939, rue des Skieurs",549 000 $,Bromont,Estrie,4,2,1,2,"1,200 ",42.65x148.00 ,"2 544,00 $","625,00 $","2 232,00 $",
"1339, rue des Chênes",549 000 $,Prévost,Laurentides,3,2,,1,2 556 ,10 000 ,"2 604,00 $","229,00 $","2 516,00 $",
"302-2925, boulevard René-Laennec",549 000 $,Vimont,Laval,2,1,,2,"1,456 ",,"2 291,08 $","238,41 $","1 583,00 $","220,00 $"
"C-1980, rue Cartier",549 000 $,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,1,1,,2,"1,150.66 ",,"1 346,69 $","325,34 $","1 110,00 $",
"302-8105, rue George",549 000 $,LaSalle,Montréal / l'Île,3,2,,2,"1,234 ","6,903 ","2 757,35 $","338,94 $",,"989,00 $"
"225, 20e Avenue",549 000 $,Deux-Montagnes,Laurentides,4,2,,1,1 092 ,7 916.85 ,"3 885,36 $","264,19 $",,"1 484,00 $"
"30, rue des Peupliers",549 000 $,L'Assomption,Lanaudière,3,2,,2,"1,829.86 ","7,573.48 ","3 495,00 $","277,00 $","3 300,00 $",
"306, place de Valençay",549 000 $,St-Lambert,Montérégie (Rive-Sud Montréal),4,2,1,2,1 755 ,,"3 496,00 $","344,00 $",,
"294, chemin Philip-Toosey",549 000 $,Stoneham,Québec Rive-Nord,5,2,1,1,"1,440 ","6,964.25 ","2 753,97 $","311,88 $","1 474,57 $",
"333, rue Desjardins",549 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),3,2,,1,960 ,5 976.98 ,"2 803,47 $","288,32 $","1 561,57 $",
"783, rue des Grands-Jardins",549 000 $,St-Romuald,Québec Rive-Sud (Lévis),3,2,1,2,"1,584 ","3,258 ","3 272,00 $","350,00 $","1 600,00 $","1 200,00 $"
"303, rue Jean-Desy",549 000 $,Boucherville,Montérégie (Rive-Sud Montréal),4,1,1,2,1 216.32 ,50x72.11 ,"2 207,00 $","294,00 $","2 400,00 $",
"55-57A, rue Bouthillier Nord",549 000 $,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),2,3,,,,"5,830 ","4 342,00 $","350,00 $",,"1 292,00 $"
"711-377, rue des Seigneurs",549 000 $,Griffintown,Montréal / l'Île,1,1,,1,884 ,,"3 806,78 $","605,16 $","671,22 $",
"129, rue Jean-Paul Lemieux",549 000 $,Cowansville,Estrie,3,2,1,2,1 558 ,7 060 ,"3 039,19 $","258,73 $","1 877,00 $",
"544, rue des Pluviers",549 000 $,Gatineau (Gatineau),Outaouais,5,2,,1,1 485 ,29 593.22 ,"3 676,00 $","285,00 $",,
"1565, rue Paton",549 000 $,Sherbrooke (Jacques-Cartier),Estrie,4,1,1,2,1 800 ,8 427.07 ,"3 493,00 $","281,00 $","1 500,00 $",
"4, montée du Bois-Franc",549 000 $,Lac-Beauport,Québec Rive-Nord,4,2,,1,"1,050 ","14,650 ",,,,
"434, rue Sigmund-Freud",549 000 $,Vimont,Laval,2,1,1,1,938 ,5 800 ,"2 850,00 $","320,00 $","2 100,00 $",
"4901, route 161",549 000 $,Chesterville,Centre-du-Québec,4,2,,1,"1,664 ",200x200 ,"3 575,00 $",,,
"12264, avenue Brunet",549 500 $,Montréal-Nord,Montréal / l'Île,3,1,1,2,"2,000 ","1,875.62 ","326 000,00 $","385,00 $","1 750,00 $","1 350,00 $"
